Id,Label,value,source,Authority,Hub,pageranks,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum
450,netweed.com/postmodernanarchist,0,Blogarama,0.000836,0.000435,0.000205,1,1,2,7,0.240211,0.257222,0,0,163
451,newappeal.blogspot.com,0,LabeledManually,0.000475,0.025022,0.000197,1,11,12,6,0.295918,0.324399,6.316241,0,163
452,newdemocrat.blogdrive.com,0,CampaignLine,0.002599,0.011148,0.000238,4,4,8,7,0.275872,0.298522,15.253039,0,163
453,newdonkey.com,0,"LabeledManually,CampaignLine",0.021131,0.017059,0.002533,25,9,34,7,0.275158,0.298627,184.572458,0,163
454,newleftblogs.blogspot.com,0,LabeledManually,0.045722,0.114121,0.001565,39,140,179,6,0.384183,0.462922,45895.515282,0,163
455,news-opinion.blog-city.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,97,366
456,newstrolls.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,98,367
457,nftl.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,99,368
458,niagarabuzz.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,100,369
459,nickgerman.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,101,370
460,nielsenhayden.com/electrolite,0,LeftyDirectory,0.068749,0.100291,0.001854,44,66,110,6,0.350421,0.402107,6126.401847,0,163
461,nielsenhayden.com/makinglight,0,LeftyDirectory,0.0535,0.03744,0.001629,37,20,57,7,0.326176,0.356314,1433.989461,0,163
462,njfordemocracy.org,0,BlogCatalog,0.000471,0,0.000313,1,0,1,0,0,0,0,0,129
463,njn-blogogram.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,102,371
464,njsoccermom.blogspot.com,0,"Blogarama,BlogCatalog",0,0,0.000187,0,0,0,0,0,0,0,103,372
465,node707.com,0,Blogarama,0.042502,0.047886,0.001321,33,24,57,7,0.298689,0.336704,179.803279,0,163
466,nofearoffreedom.blogspot.com,0,"Blogarama,LeftyDirectory",0.002619,0.005732,0.000203,2,3,5,7,0.252707,0.273889,0.590713,0,163
467,nomoremister.blogspot.com,0,LabeledManually,0.046129,0.089263,0.001428,35,54,89,6,0.397095,0.443905,28259.449664,0,163
468,norbizness.com,0,LabeledManually,0.048763,0.099668,0.001889,42,70,112,6,0.345737,0.403396,3945.550051,0,163
469,noseyonline.com,0,"Blogarama,LeftyDirectory,eTalkingHead",0.007888,0.087109,0.00027,5,63,68,6,0.364433,0.414002,448.538345,0,163
470,nosmallplans.com/rants,0,CampaignLine,0,0.00784,0.000187,0,3,3,7,0.272701,0.291244,0,0,373
471,notbush.com,0,CampaignLine,0.000869,0,0.000267,3,0,3,0,0,0,0,0,172
472,notgeniuses.com,0,CampaignLine,0.041169,0.058542,0.001227,28,32,60,6,0.345987,0.382079,1292.752957,0,163
473,nuntius.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,104,374
474,nycitystoop.com,0,Blogarama,0,0.000496,0.000187,0,1,1,1,1,1,0,0,375
475,obamablog.com,0,CampaignLine,0.003087,0.020045,0.000269,5,12,17,7,0.285331,0.314012,195.056808,0,163
476,obrien4.net/probitus,0,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,105,376
477,obsidianwings.blogs.com,0,BlogPulse,0.027642,0.070672,0.000821,24,55,79,6,0.361952,0.407297,5467.733346,0,163
478,ocd-gx-liberal.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,106,377
479,oddhours.blogspot.com,0,"Blogarama,eTalkingHead",0.004356,0.055608,0.000239,5,33,38,6,0.32774,0.368234,116.775233,0,163
480,offthekuff.com/mt,0,LeftyDirectory,0.064069,0.034124,0.002305,48,24,72,6,0.340569,0.373842,4288.200877,0,163
481,oipp.blogspot.com,0,Blogarama,0.001551,0.029027,0.000209,2,21,23,6,0.293558,0.326541,1043.635032,0,163
482,oliphantparts.org/blog,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,107,378
483,oliverwillis.com,0,"LeftyDirectory,eTalkingHead,CampaignLine",0.123089,0.016219,0.003517,117,10,127,7,0.315842,0.345726,10255.277059,0,163
484,one38.org,0,eTalkingHead,0.017144,0.038236,0.000351,12,30,42,6,0.31794,0.358812,452.223187,0,163
485,onetrueblog.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,108,379
486,onhappiness.crimsonblog.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,109,380
487,openeyesmemo.com,0,"Blogarama,BlogCatalog",0,0.001312,0.000346,1,1,2,7,0.236019,0.252818,958,0,347
488,orient-lodge.com,0,BlogCatalog,0.00302,0,0.000367,3,0,3,0,0,0,0,0,49
489,ospolitics.org,0,LabeledManually,0.061476,0.069689,0.001604,45,47,92,6,0.335907,0.384483,3091.023446,0,163
490,oxblog.blogspot.com,0,BlogPulse,0.051161,0.030764,0.003066,67,20,87,7,0.299063,0.333241,1302.128203,0,163
491,pacdaily.com,0,Blogarama,0.000952,0.00404,0.00019,1,1,2,7,0.240876,0.258235,0,0,163
492,pacificviews.org,0,CampaignLine,0.06512,0.108153,0.001774,50,82,132,6,0.340812,0.406688,8810.435652,0,163
493,pandagon.net,0,"BlogPulse,LeftyDirectory,eTalkingHead,CampaignLine",0.135067,0.076856,0.004235,123,48,171,6,0.342152,0.385772,8266.212224,0,163
494,parabasis.typepad.com,0,"LeftyDirectory,eTalkingHead",0.002031,0.010095,0.000197,1,3,4,7,0.272107,0.293681,0,0,163
495,patriotboy.blogspot.com,0,LeftyDirectory,0.079156,0.048017,0.001774,68,34,102,6,0.325068,0.368373,2980.757148,0,163
496,pattymurray.com/blog.php,0,CampaignLine,0,0.001547,0.000187,0,3,3,7,0.238724,0.2568,0,0,381
497,paulchasman.com,0,"Blogarama,LeftyDirectory",0.002031,0,0.000197,1,0,1,0,0,0,0,0,125
498,peacegarden.blogspot.com,0,"Blogarama,LeftyDirectory,BlogCatalog",0.008794,0.017819,0.000239,8,13,21,7,0.319213,0.351839,239.330588,0,163
499,penheaded.blogspot.com,0,Blogarama,0,0.007187,0.000187,0,7,7,6,0.332062,0.356889,0,0,382
500,pennywit.com/drupal,0,eTalkingHead,0.005225,0.001187,0.000432,9,1,10,7,0.275237,0.294439,63.428716,0,163
501,permanentred.com,0,Blogarama,0.002658,0.044911,0.00037,5,30,35,6,0.354313,0.390125,3973.837681,0,163
502,peskytherat.com/pesky,0,Blogarama,0,0.001139,0.000187,0,1,1,7,0.258849,0.27162,0,0,383
503,phillybri.blogspot.com,0,BlogCatalog,0.004057,0.024503,0.000316,5,14,19,7,0.31122,0.342591,1370.762536,0,163
504,philoponia.blogspot.com,0,Blogarama,0,0.00835,0.000187,0,6,6,7,0.299562,0.321185,0,0,384
505,philosophers-stone.blogspot.com,0,"Blogarama,LeftyDirectory",0.002031,0.004387,0.000197,1,4,5,8,0.240755,0.255022,1.846528,0,163
506,philvbblog.blogspot.com,0,"Blogarama,BlogCatalog",0,0.003211,0.000187,0,1,1,7,0.254855,0.272768,0,0,385
507,phoblographer.com,0,Blogarama,0.000375,0.004082,0.000203,1,3,4,7,0.26702,0.284513,0,0,163
508,pinkofeministhellcat.typepad.com/pinko_feminist_hellcat,0,Blogarama,0.00939,0.027837,0.000419,10,47,57,6,0.359234,0.401672,8541.649495,0,163
509,planetdave.com/blogs.php3?mid=1,0,BlogCatalog,0,0.000496,0.000187,0,1,1,1,1,1,0,0,386
510,politicalinsanity.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,110,387
511,politicalmonitor.us/blog,0,Blogarama,0,0.0047,0.000187,0,8,8,6,0.294262,0.318839,0,0,388
512,politicalstrategy.org,0,CampaignLine,0.02172,0.141681,0.00081,20,131,151,6,0.392696,0.466632,16459.322477,0,163
513,politicalthought.net,0,"Blogarama,BlogCatalog",0.003944,0,0.000217,2,0,2,0,0,0,0,0,80
514,politicalwire.com,0,BlogPulse,0.088576,0,0.005163,103,0,103,0,0,0,0,0,11
515,politics.feedster.com,0,CampaignLine,0.001372,0.042992,0.00026,3,31,34,6,0.391731,0.43248,1969.340234,0,163
516,politicswithrichard.blogspot.com,0,Blogarama,0,0.000861,0.000187,0,1,1,8,0.222894,0.236041,0,0,389
517,polizeros.com,0,Blogarama,0.018076,0.005607,0.000462,12,4,16,7,0.254657,0.272819,33.339135,0,163
518,pollsterseek.blogspot.com,0,Blogarama,0,0.005005,0.000187,0,4,4,7,0.28402,0.302396,0,0,390
519,polstate.com,0,LabeledManually,0.036974,0.001656,0.001568,38,5,43,7,0.313257,0.336881,12879.726352,0,163
520,popstalin.com/news,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,111,391
521,portapulpit.com,0,Blogarama,0.001811,0.00498,0.000195,2,4,6,7,0.258509,0.28615,0.864079,0,163
522,posptect.org/weblog,0,LabeledManually,0,0,0.000187,0,0,0,0,0,0,0,112,392
523,praguewriter.typepad.com,0,eTalkingHead,0.00018,0,0.000197,1,0,1,0,0,0,0,0,393
524,presidentboxer.blogspot.com,0,CampaignLine,0.019308,0.110224,0.000606,17,109,126,6,0.395618,0.460519,12310.71206,0,163
525,prestoncaldwellblog.blogspot.com,0,"LeftyDirectory,eTalkingHead",0,0.012719,0.000187,0,7,7,7,0.287515,0.31024,0,0,394
526,probitus.obrien4.net,0,"Blogarama,BlogCatalog",0,0,0.000187,0,0,0,0,0,0,0,113,395
527,profgoose.blogspot.com,0,Blogarama,0.001902,0.006742,0.000266,2,3,5,7,0.250065,0.271374,0.742405,0,163
528,progressivecyclone.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,114,396
529,progressivedialogue.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,115,397
530,progressiveink.com,0,BlogCatalog,0.004974,0,0.000223,4,0,4,0,0,0,0,0,63
531,progressiveink.com/bloggers.php,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,116,398
532,progressivesociety.com/blog,0,"Blogarama,BlogCatalog",0.003074,0.014472,0.000201,2,8,10,7,0.290528,0.315649,8.278592,0,163
533,progressivetrail.org/blog.shtml,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,117,399
534,proponentofreason.blogspot.com,0,BlogCatalog,0.000002,0.001215,0.000271,1,1,2,7,0.237057,0.251555,955,0,163
535,prospect.org/weblog,0,"BlogPulse,LeftyDirectory",0.125362,0.055864,0.00621,112,32,144,6,0.319746,0.35937,6321.003395,0,163
536,pudentilla.blogspot.com,0,Blogarama,0.006704,0.059978,0.000267,7,33,40,6,0.308113,0.35101,141.555872,0,163
537,punditician.blogspot.com,0,Blogarama,0,0.007922,0.000187,0,2,2,7,0.244076,0.26307,0,0,400
538,purplestates.blogspot.com,0,Blogarama,0.001714,0.014282,0.000211,1,6,7,6,0.286441,0.311111,3.164577,0,163
539,qando.net,0,LabeledManually,0.035754,0.039635,0.001889,61,24,85,6,0.340933,0.372396,5947.789247,0,163
540,question-dean.blogspot.com,0,Blogarama,0,0.000248,0.000187,0,3,3,7,0.282263,0.298116,0,0,401
541,radgeek.com,0,Blogarama,0.00246,0.003847,0.000351,4,3,7,7,0.27691,0.296266,10.156772,0,163
542,radikal_papi.pitas.com,0,eTalkingHead,0.000959,0,0.000206,1,0,1,0,0,0,0,0,134
543,radio.weblogs.com/0131587/categories/flush,0,Blogarama,0,0.000498,0.000187,0,1,1,8,0.229241,0.242033,0,0,402
544,raedinthemiddle.blogspot.com,0,"LeftyDirectory,eTalkingHead",0.021441,0.006523,0.001865,24,3,27,7,0.241362,0.260447,707.876099,0,163
545,randz.net,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,118,403
546,rantingred.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,119,404
547,reachm.com/amstreet,0,Blogarama,0.110131,0.06004,0.003976,96,45,141,6,0.356425,0.398972,15092.321678,0,163
548,readingpost.com,0,"Blogarama,LeftyDirectory",0.00282,0,0.000341,6,0,6,0,0,0,0,0,56
549,realitybasednation.com,0,Blogarama,0.004449,0.004899,0.000248,5,2,7,7,0.273039,0.293715,14.063828,0,163
550,red-harvest.blogspot.com,0,"Blogarama,LeftyDirectory",0.010717,0.00495,0.000231,6,4,10,6,0.282301,0.304197,2.856079,0,163
551,religiousleft.blogspot.com,0,LabeledManually,0.006735,0.00404,0.000261,5,1,6,7,0.240755,0.258096,0,0,163
552,republicansbite.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,120,405
553,republicoft.typepad.com,0,BlogCatalog,0.001555,0.001773,0.000247,2,3,5,7,0.24003,0.257364,44.223439,0,163
554,resistoppression.blogspot.com,0,"Blogarama,BlogCatalog",0.000599,0.000176,0.000197,1,1,2,7,0.247607,0.259745,6.061461,0,163
555,restoreamerica.blogspot.com,0,BlogCatalog,0,0.001774,0.000187,0,6,6,7,0.285374,0.309564,0,0,406
556,retrogrouch.net,0,"Blogarama,LeftyDirectory",0.006753,0.050689,0.000392,6,33,39,6,0.315114,0.357123,1060.724579,0,163
557,revoltnow-us.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,121,407
558,reynardfox.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,122,408
559,rhetoricrhythm.blogspot.com,0,"LeftyDirectory,eTalkingHead",0.006445,0.07444,0.000333,7,49,56,6,0.368644,0.411999,2254.220343,0,163
560,righthandthief.blogspot.com,0,LabeledManually,0.012269,0.055141,0.000315,9,35,44,6,0.338761,0.380878,314.682453,0,163
561,rising-hegemon.blogspot.com,0,LabeledManually,0.04344,0.069397,0.000877,31,43,74,6,0.345114,0.385772,3107.625686,0,163
562,risinghegemon.blogspot.com,0,Blogarama,0.002785,0.023348,0.000208,2,12,14,7,0.29159,0.32009,2.296487,0,163
563,rittenhouse.blogspot.com,0,"Blogarama,LeftyDirectory",0.098571,0.021274,0.003101,75,12,87,6,0.326287,0.351637,2849.732592,0,163
564,riverbendblog.blogspot.com,0,LabeledManually,0.055122,0.003373,0.003282,72,3,75,7,0.252373,0.265965,3870.337349,0,163
565,rkook.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,123,409
566,roadtosurfdom.com,0,LeftyDirectory,0.06031,0.087214,0.001604,41,50,91,6,0.320818,0.37156,1841.896248,0,163
567,robot-invasion.com,0,"Blogarama,eTalkingHead",0.004541,0.026714,0.000217,3,19,22,6,0.3,0.3314,1049.125141,0,163
568,robschumacher.blogspot.com,0,Blogarama,0.006245,0.053498,0.000251,6,83,89,6,0.351838,0.413062,28400.123451,0,163
569,rockthrower.blogs.com/rockthrower,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,124,410
570,rogerailes.blogspot.com,0,"LeftyDirectory,eTalkingHead",0.088293,0.073413,0.001805,65,51,116,6,0.351709,0.395907,3012.212371,0,163
571,roil.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,125,411
572,rooksrant.com,0,LabeledManually,0.031871,0.001724,0.000603,33,4,37,7,0.278765,0.298661,1479.511522,0,163
573,rowhouselogic.com,0,Blogarama,0.0021,0.05064,0.000443,3,29,32,6,0.308312,0.349721,191.872298,0,163
574,roxanne.typepad.com,0,eTalkingHead,0.045417,0.053898,0.001336,43,61,104,6,0.353659,0.408203,14388.689481,0,163
575,rudepundit.blogspot.com,0,LabeledManually,0.041982,0.025178,0.001203,45,15,60,6,0.344121,0.373215,8330.670072,0,163
576,rudyforfreeholder.org,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,126,412
577,ruminatethis.com,0,LeftyDirectory,0.062674,0.011886,0.00128,39,9,48,6,0.286613,0.314298,84.561591,0,163
578,s88172659.onlinehome.us/spockosbrain.html,0,Blogarama,0.002599,0.009832,0.000215,2,3,5,7,0.263491,0.290703,0.354402,0,163
579,sadlyno.com,0,LeftyDirectory,0.0639,0.030404,0.001105,47,21,68,6,0.330228,0.359474,725.269138,0,163
580,saveoursenate.blogspot.com,0,BlogCatalog,0.000159,0.006754,0.00022,1,4,5,7,0.247168,0.268043,0,0,365
581,savetheus.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,127,413
582,saxa.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,128,414
583,sccdp.org/blog.php,0,BlogCatalog,0,0.021604,0.000369,1,12,13,7,0.280164,0.307416,958,0,282
584,schadelmann.com,0,Blogarama,0.001647,0.000001,0.000198,2,1,3,8,0.221682,0.233133,58.214584,0,163
585,scoobiedavis.blogspot.com,0,LeftyDirectory,0.046191,0.0786,0.001136,32,59,91,6,0.348127,0.395698,6144.709778,0,163
586,scott-niven.com/saltwaterpizza,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,129,415
587,scottcsmith.net,0,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead",0.009207,0.009998,0.00028,7,13,20,7,0.325732,0.353267,567.810924,0,163
588,scripting.com,0,BlogPulse,0.012777,0.001576,0.000804,20,1,21,1,1,1,4.731252,0,19
589,scrutinyhooligans.blogspot.com,0,"Blogarama,LeftyDirectory",0.02222,0.038758,0.000501,16,27,43,6,0.313257,0.354406,1114.648139,0,163
590,seeingtheforest.com,0,Blogarama,0.001068,0.022668,0.000262,1,11,12,6,0.295644,0.324417,1.796329,0,163
591,seetheforest.blogspot.com,0,"LeftyDirectory,CampaignLine",0.096744,0.020946,0.002271,75,10,85,6,0.295553,0.323894,634.500133,0,163
592,senatorbarb.typepad.com,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,130,416
593,senorpez.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,131,417
594,sequiturnon.blog-city.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,132,418
595,sethdmichaels.com,0,"LeftyDirectory,CampaignLine",0.003289,0,0.000209,2,0,2,0,0,0,0,0,114
596,shakespearessister.blogspot.com,0,"Blogarama,BlogCatalog",0.005989,0.042362,0.000479,12,28,40,6,0.329432,0.361059,884.429047,0,163
597,shamelessantagonist.blogspot.com,0,"Blogarama,eTalkingHead",0.001751,0.007452,0.000234,3,4,7,7,0.273507,0.294283,273.213122,0,163
598,sharedthought.com/weblog,0,Blogarama,0.000734,0.005418,0.000196,1,4,5,7,0.270339,0.286498,2.874507,0,163
599,shetquaker.blog-city.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,133,419
600,shininglight.us,0,"Blogarama,BlogCatalog",0.003308,0.008211,0.000238,4,11,15,6,0.331027,0.356252,4985.168986,0,163
601,shoegal.modblog.com,0,BlogCatalog,0,0.001207,0.000187,0,2,2,7,0.257181,0.272229,0,0,420
602,shotofpolitics.blogspot.com,0,CampaignLine,0.002909,0.034976,0.000264,4,24,28,6,0.353267,0.387844,198.19942,0,163
603,shrillblog.blogspot.com,0,LabeledManually,0.013673,0.001631,0.000385,10,1,11,1,1,1,1.392432,0,23
604,simbaud.blogspot.com,0,Blogarama,0.028624,0.094906,0.000487,22,80,102,6,0.361678,0.416266,6432.106863,0,163
605,simplyappalling.blogspot.com,0,Blogarama,0.002913,0.012727,0.000204,2,8,10,7,0.311321,0.336132,46.948155,0,163
606,skipperstyle.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,134,421
607,small-hands.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,135,422
608,smearbody.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,136,423
609,smirkingchimp.com,0,LabeledManually,0.059974,0,0.002484,56,0,56,0,0,0,0,0,4
610,smithersmpls.com,0,Blogarama,0.001421,0.045969,0.000322,2,24,26,6,0.341542,0.373824,609.24923,0,163
611,snooty.binaryclub.com/wp-rdf.php,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,137,424
612,snunes.blogspot.com,0,"Blogarama,LeftyDirectory",0.008281,0.095101,0.000287,6,71,77,6,0.355234,0.413619,1901.923288,0,163
613,someonetakethewheel.blogspot.com,0,"Blogarama,eTalkingHead",0,0.002,0.000187,0,4,4,6,0.281021,0.297669,0,0,425
614,soonerthought.com,0,Blogarama,0,0.008392,0.000187,0,5,5,7,0.314614,0.33691,0,0,426
615,southknoxbubba.net/skblog,0,eTalkingHead,0.059727,0.093709,0.001815,44,72,116,6,0.379611,0.43046,20754.922683,0,163
616,spacedog26.blogspot.com,0,BlogCatalog,0,0.001067,0.000187,0,1,1,1,1,1,0,0,427
617,spectatorsport.blogspot.com,0,Blogarama,0,0.022565,0.000187,0,11,11,7,0.286398,0.314015,0,0,428
618,stagefour.typepad.com/commonprejudice,0,Blogarama,0.005929,0.123725,0.000204,3,94,97,6,0.36471,0.426141,28.786587,0,163
619,stalinism.com/shot-by-both-sides,0,eTalkingHead,0.001103,0.024262,0.000256,1,14,15,7,0.295006,0.325248,2.050468,0,163
620,stcfoundation.blogspot.com,0,Blogarama,0.005561,0.065776,0.000226,4,39,43,6,0.313976,0.359962,33.190736,0,163
621,stephenbates.com/yellowdoggereldemocrat,0,LeftyDirectory,0.02868,0,0.000499,23,0,23,0,0,0,0,0,15
622,stevecopy.blogharbor.com,0,Blogarama,0.000646,0.001287,0.000565,3,3,6,8,0.260479,0.275266,1994.048876,0,163
623,stevegilliard.blogspot.com,0,"BlogPulse,LeftyDirectory",0.078897,0.027857,0.003828,63,14,77,7,0.290264,0.320943,1417.341565,0,163
624,steveguy.me.uk,0,eTalkingHead,0,0.000443,0.000187,0,1,1,1,1,1,0,0,429
625,stevemacek.blogspot.com,0,"Blogarama,LeftyDirectory",0.002127,0.00085,0.000239,2,2,4,7,0.278846,0.303458,0,0,163
626,stillfighting.blogspot.com,0,Blogarama,0,0.019052,0.000187,0,10,10,7,0.285204,0.312449,0,0,430
627,stirs-the-pot.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,138,431
628,stitt.blogspot.com,0,CampaignLine,0,0.000861,0.000187,0,1,1,8,0.222894,0.236041,0,0,432
629,stonyfield.com/weblog/bovinebugle/index.html,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,139,433
630,stonyfield.com/weblog/strongwomendailynews/index.html,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,140,434
631,strangedoctrines.typepad.com,0,eTalkingHead,0.002932,0.057511,0.000235,2,35,37,6,0.35392,0.392268,160.178964,0,163
632,strangesemantics.blogspot.com,0,Blogarama,0.000297,0,0.000213,1,0,1,0,0,0,0,0,160
633,stzman.org/blog,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,141,435
634,suburbanguerrilla.blogspot.com,0,"LeftyDirectory,LabeledManually",0.084106,0.023993,0.001567,61,13,74,6,0.295462,0.322867,614.694632,0,163
635,swamiuptown.com,0,eTalkingHead,0,0.013092,0.000187,0,6,6,7,0.278813,0.301108,0,0,436
636,swingleft.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,142,437
637,swingstateproject.com,0,"LeftyDirectory,CampaignLine",0.021728,0.014224,0.001003,21,7,28,7,0.285501,0.309797,1068.873918,0,163
638,takeaction.blog-city.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,143,438
639,takeactionmichigan.blog-city.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,144,439
640,takebackthemedia.com,0,LabeledManually,0.02801,0.023658,0.002182,29,14,43,7,0.297113,0.327526,2940.902608,0,163
641,talkingpointsmemo.com,0,"BlogPulse,LeftyDirectory",0.218112,0.016562,0.012397,268,14,282,6,0.291768,0.320986,12082.111791,0,163
642,talkleft.com,0,"BlogPulse,LeftyDirectory,eTalkingHead,CampaignLine",0.146479,0.038785,0.005488,140,21,161,7,0.333449,0.364517,10803.176992,0,163
643,tallone.org,0,Blogarama,0,0.001143,0.000187,0,2,2,1,1,1,0,0,440
644,tbogg.blogspot.com,0,"LeftyDirectory,LabeledManually",0.112089,0.113995,0.003526,87,82,169,6,0.356425,0.414316,14556.487182,0,163
645,teenageenthusiast.blogspot.com,0,Blogarama,0.002842,0.029878,0.000266,4,18,22,6,0.302179,0.337008,180.648445,0,163
646,tesibria.typepad.com/democracy_is_coming,0,Blogarama,0,0.010399,0.000187,0,4,4,7,0.254719,0.275413,0,0,441
647,thatcoloredfellasweblog.bloghorn.com,0,"Blogarama,LeftyDirectory",0.001775,0.033031,0.000229,1,32,33,6,0.35563,0.393138,232.347586,0,163
648,thatgoodnight.com,0,Blogarama,0.005411,0.008649,0.000243,6,8,14,6,0.299531,0.329537,26.555354,0,163
649,the-goddess.org,0,CampaignLine,0.02396,0.007424,0.000458,20,4,24,6,0.29044,0.315622,292.591474,0,163
650,the-hamster.com,0,LeftyDirectory,0.079621,0.015294,0.002324,59,11,70,7,0.272339,0.295467,324.607706,0,163
651,theaggpro.blogspot.com,0,Blogarama,0.00124,0,0.000193,1,0,1,0,0,0,0,0,58
652,theagitator.blogspot.com,0,Blogarama,0,0.031446,0.000187,0,15,15,7,0.296319,0.328855,0,0,442
653,theangryliberal.blogspot.com,0,Blogarama,0.00494,0.007251,0.000238,3,2,5,7,0.261761,0.283189,0.129884,0,163
654,theantibush.org,0,Blogarama,0.00019,0,0.000209,1,0,1,0,0,0,0,0,292
655,theapologist.blogspot.com,0,Blogarama,0.000286,0,0.000208,1,0,1,0,0,0,0,0,57
656,thebarrexam.blogspot.com,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,145,443
657,theblogwarrior.blogspot.com,0,"Blogarama,BlogCatalog,CampaignLine",0,0.004001,0.000187,0,4,4,7,0.240885,0.262568,0,0,444
658,thebluestate.com,0,LabeledManually,0,0,0.000187,0,0,0,0,0,0,0,146,445
659,theblueview.blogspot.com,0,"Blogarama,BlogCatalog",0.000368,0.004275,0.000236,2,20,22,6,0.288514,0.318565,9374.325316,0,163
660,thecarpetbaggerreport.com,0,BlogPulse,0.014975,0.043998,0.000621,12,27,39,6,0.293109,0.330216,116.688518,0,163
661,thecore4.com,0,BlogCatalog,0.003538,0.020583,0.000248,6,12,18,7,0.28782,0.318898,60.708046,0,163
662,thefulcrum.blogspot.com,0,"Blogarama,LeftyDirectory",0.021414,0.004945,0.000377,17,5,22,7,0.318681,0.340971,274.161861,0,163
663,theimmoralminority.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,147,446
664,theleftcoaster.com,0,"LeftyDirectory,LabeledManually",0.087772,0.077765,0.003104,82,50,132,6,0.315114,0.366684,7301.371734,0,163
665,thelefthand.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,148,447
666,thelonedem.com,0,Blogarama,0,0,0.000346,1,0,1,0,0,0,0,34,234
667,thelucideye.blogspot.com,0,Blogarama,0.000808,0.010122,0.000202,1,6,7,7,0.250983,0.274578,7.129164,0,163
668,thepeach.blogspot.com,0,Blogarama,0,0.01038,0.000187,0,5,5,7,0.259129,0.280351,0,0,448
669,thepoorman.net,0,LeftyDirectory,0.075137,0.078873,0.00198,62,49,111,6,0.354182,0.398119,5271.621792,0,163
670,theradiomansays.blogspot.com,0,eTalkingHead,0,0.000441,0.000187,0,1,1,7,0.250785,0.262678,0,0,449
671,therogueangel.com/blog,0,BlogCatalog,0.002207,0.000298,0.000775,6,2,8,7,0.263274,0.275422,2005.62445,0,163
672,therustybarrel.com/david/blog,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,149,450
673,thesiliconmind.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,150,451
674,thesnooter.blogspot.com,0,BlogCatalog,0.001069,0.000135,0.000197,1,1,2,7,0.262696,0.277327,0,0,163
